name,review_text,rating,institution
Keshav Lakhotia,"It is best library and one of the Biggest library of India..
And 2nd Largest library in Asia..
This library's environment is also good and cleaning of the library is also appreciable..
🔥 …",5,IIT Dhanbad (ISM) Library
Shahnawaz Ahmad,No Text,5,IIT Dhanbad (ISM) Library
akshat kanchan,No Text,5,IIT Dhanbad (ISM) Library
Gaurav Bilotia,No Text,5,IIT Dhanbad (ISM) Library
Vidushi Omar,No Text,5,IIT Dhanbad (ISM) Library
Peter Selvaraj,No Text,5,IIT Dhanbad (ISM) Library
Ml bishnoi,No Text,5,IIT Dhanbad (ISM) Library
Debjyoti Mondal,Nice. That's all I have to say.,5,IIT Dhanbad (ISM) Library
Param Nikhil,No Text,4,IIT Dhanbad (ISM) Library
Swapnil Kumar,No Text,4,IIT Dhanbad (ISM) Library
Vinayak Acharjee,No Text,5,IIT Dhanbad (ISM) Library
deep sinojiya,No Text,5,IIT Dhanbad (ISM) Library
Akhil Agrawal,No Text,5,IIT Dhanbad (ISM) Library
Manjushree Nayak,No Text,5,IIT Dhanbad (ISM) Library
bhuneshwar netam,No Text,1,IIT Dhanbad (ISM) Library
kunal dewangan,No Text,5,IIT Dhanbad (ISM) Library
Abhishek Goyal,No Text,5,IIT Dhanbad (ISM) Library
Smruti Naik,No Text,5,IIT Dhanbad (ISM) Library
Srikrishna Naik,No Text,5,IIT Dhanbad (ISM) Library
Anuj Tripathi,Best place to study 😌 …,5,IIT Dhanbad (ISM) Library
Mousum Bhaumik,Moderate,4,IIT Dhanbad (ISM) Library
Susil Kumar Nayak,"Library is awesome. It's neat and clean ,wifi is also available. You can attain your online classes here . All most all books are available. The Fourth floor is only for reading.",5,IIT Dhanbad (ISM) Library
Pawan Sahu,No Text,5,IIT Dhanbad (ISM) Library
Dasaraju Abhinav,No Text,5,IIT Dhanbad (ISM) Library
Rohit Raj,Most loved place in ism,5,IIT Dhanbad (ISM) Library
Arpit Kumar,An excellent place to gain some deeper insights!,5,IIT Dhanbad (ISM) Library
amar dongare,No Text,5,IIT Dhanbad (ISM) Library
Bhaavan Sai,No Text,5,IIT Dhanbad (ISM) Library
neha lalwani,No Text,4,IIT Dhanbad (ISM) Library
Sujata Ranjan,Awesome experience,5,IIT Dhanbad (ISM) Library
ABHISH KUMAR,No Text,5,IIT Dhanbad (ISM) Library
mayank mishra,No Text,4,IIT Dhanbad (ISM) Library
Sarthak Sahu,I am loving it,5,IIT Dhanbad (ISM) Library
Shlok Raj,Very nice and good library,5,IIT Dhanbad (ISM) Library
Shivangi Patel,No Text,5,IIT Dhanbad (ISM) Library
tanya sharma,No Text,5,IIT Dhanbad (ISM) Library
SAI KUMAR,No Text,5,IIT Dhanbad (ISM) Library
Satya vart,No Text,5,IIT Dhanbad (ISM) Library
Nagesh nani,No Text,5,IIT Dhanbad (ISM) Library
pujitha rajeswari,No Text,5,IIT Dhanbad (ISM) Library
Anthem Tirkey,No Text,4,IIT Dhanbad (ISM) Library
satyam maurya,No Text,5,IIT Dhanbad (ISM) Library
Jaydeep Chavda,No Text,5,IIT Dhanbad (ISM) Library
Sushant Kumar Roy,No Text,5,IIT Dhanbad (ISM) Library
Priyanshu maurya,No Text,5,IIT Dhanbad (ISM) Library
chintha shivacharan,No Text,5,IIT Dhanbad (ISM) Library
ARGHA OJHA,No Text,5,IIT Dhanbad (ISM) Library
subhodip bag,No Text,5,IIT Dhanbad (ISM) Library
Mehul,No Text,5,IIT Dhanbad (ISM) Library
Harish Varma,No Text,5,IIT Dhanbad (ISM) Library
Hrishikesh Kumar,No Text,5,IIT Dhanbad (ISM) Library
Nikhil Kumar Bharti,No Text,3,IIT Dhanbad (ISM) Library
Ravi Raj,No Text,5,IIT Dhanbad (ISM) Library
Rohit kumar,Excellent,5,IIT Dhanbad (ISM) Library
Deepak Giri,No Text,5,IIT Dhanbad (ISM) Library
Gaurav Aggarwal,No Text,5,IIT Dhanbad (ISM) Library
Ishu Chaudhary,No Text,5,IIT Dhanbad (ISM) Library
Gaddam Shashikanth Reddy,No Text,5,IIT Dhanbad (ISM) Library
Neeraj Rawat,Excellent experience 🧡 …,5,IIT Dhanbad (ISM) Library
PRITHA CHATTOPADHYAY,No Text,5,IIT Dhanbad (ISM) Library
manoj sahu,No Text,5,IIT Dhanbad (ISM) Library
DEEPAK KUMAR,No Text,5,IIT Dhanbad (ISM) Library
Nilesh Bhabhor,No Text,5,IIT Dhanbad (ISM) Library
Soumen Mondal,No Text,5,IIT Dhanbad (ISM) Library
Sai Srujan,"The library provides a peaceful learning space with mostly all the necessary books available.

Floors 4, 5 and 6 are not yet open, while the 7th floor is completely for study room purpose.",4,IIT Dhanbad (ISM) Library
pranav anand,No Text,5,IIT Dhanbad (ISM) Library
Prabhu Mavarish M S,No Text,5,IIT Dhanbad (ISM) Library
RAUT,No Text,5,IIT Dhanbad (ISM) Library
Jailsingh Jadav,No Text,5,IIT Dhanbad (ISM) Library
siva sai,No Text,5,IIT Dhanbad (ISM) Library
anupam yadav,Very nice place to study.,5,IIT Dhanbad (ISM) Library
Shreyansh Singh,No Text,5,IIT Dhanbad (ISM) Library
अंकिता पटेल,No Text,4,IIT Dhanbad (ISM) Library
Ravi Vishwakarma,No Text,5,IIT Dhanbad (ISM) Library
Neelesh Awadhiya,"Perfect Place where you'll get your real partner,means Book 📚 …",5,IIT Dhanbad (ISM) Library
Sanjay Bhagat,No Text,5,IIT Dhanbad (ISM) Library
dipayan ray,One of the best library i ever been to..,5,IIT Dhanbad (ISM) Library
Sachin Kumar,No Text,5,IIT Dhanbad (ISM) Library
Shubham Sureka,Air conditioned library with good working ambience.,5,IIT Dhanbad (ISM) Library
Punit Yadav,No Text,5,IIT Dhanbad (ISM) Library
Ritesh Maurya,🙏🙏🙏🙏🙏 …,5,IIT Dhanbad (ISM) Library
aparna shukla,No Text,5,IIT Dhanbad (ISM) Library
Md Mudassir Alam,No Text,5,IIT Dhanbad (ISM) Library
AG CHEM,No Text,5,IIT Dhanbad (ISM) Library
A Kumar,No Text,5,IIT Dhanbad (ISM) Library
A kumar,"When will it open, any idea?",5,IIT Dhanbad (ISM) Library
Gautam Jha,Can anyone come to this library to read?? I mean are outsiders allowed ??,3,IIT Dhanbad (ISM) Library
Ad,"A one of its kind Technical Campus Library across India. Comparing to even old IIT libraries, this Central library of IIT ISM can be comfortably positioned at top level. Overall, it has got the distinction of biggest Asian library.
Externally, it's an awestruck structure, but once you enter INSIDE, a different version you will see, it's superbly built.
7 floor + Basement(for various eateries/canteens)+ front arena(for events/gatherings occasionally), overall, everything about this TALL STRUCTURE is sound.
Especially, Studying on 7th floor will give you a scenic view complimentary apart from chambers. Here, in IIT (ISM), this piece is actually not just a library but it's holds a distinction place in whole campus.",5,IIT Dhanbad (ISM) Library
Rishi Raj,No Text,5,IIT Dhanbad (ISM) Library
Kumar Abhijeet Raj,No Text,5,IIT Dhanbad (ISM) Library
Shivani,No Text,3,IIT Dhanbad (ISM) Library
Jayant Hembrom,No Text,5,IIT Dhanbad (ISM) Library
Md. Waris,No Text,5,IIT Dhanbad (ISM) Library
Rahul Katiyar,No Text,5,IIT Dhanbad (ISM) Library
Atul Kumar,No Text,5,IIT Dhanbad (ISM) Library
Harsh Pratik,No Text,5,IIT Dhanbad (ISM) Library
Karthikeyan G,No Text,5,IIT Dhanbad (ISM) Library
Shivani Gupta,No Text,5,IIT Dhanbad (ISM) Library
Sayantan Datta,This is a central library of Indian institute of technology dhanbad ISM Dhanbad.this is very good and very big library in IIT dhanbad and their have a lot of books in this library the library is digital library which covers RFID system and automatic issue. Delivery of 9th cross and many of these are well decorated and the library is helpful for student.,5,IIT Dhanbad (ISM) Library
Rajesh Swain,Nice,5,IIT Dhanbad (ISM) Library
Anshul Jha,No Text,5,IIT Dhanbad (ISM) Library
Tarun Kumar,No Text,5,IIT Dhanbad (ISM) Library
Ankit Kumar,Asia's 2nd largest technical library....,5,IIT Dhanbad (ISM) Library
Pawan Singh,No Text,5,IIT Dhanbad (ISM) Library
StethoWala,No Text,5,IIT Dhanbad (ISM) Library
Arun Kumar Pandit,No Text,1,IIT Dhanbad (ISM) Library
Akhandal Sahoo,Nice place .Nice environment to study. Several food stalls also available in the evening.,5,IIT Dhanbad (ISM) Library
Nirasindhu Desinayak,No Text,5,IIT Dhanbad (ISM) Library
Suyog Jadhav,No Text,5,IIT Dhanbad (ISM) Library
Mohit Nagar,No Text,5,IIT Dhanbad (ISM) Library
Vikrant Cyril,No Text,5,IIT Dhanbad (ISM) Library
vishnu kanth,No Text,5,IIT Dhanbad (ISM) Library
gareeb_ gawaar,Other than ISM student can go to the library?,1,IIT Dhanbad (ISM) Library
Priyam Mishra,Library OF IIT(ISM)...,5,IIT Dhanbad (ISM) Library
Siddharth Shekhar Pradhan,Peaceful place for study,5,IIT Dhanbad (ISM) Library
Raghwesh kumar Sharma,WiFi equipped with well furnished furnitures,5,IIT Dhanbad (ISM) Library
m hima prasanna kumar raja,No Text,4,IIT Dhanbad (ISM) Library
rishiram mahato,Very peaceful,5,IIT Dhanbad (ISM) Library
Pravin Mali,No Text,5,IIT Dhanbad (ISM) Library
Mithun kr Yadav,No Text,5,IIT Dhanbad (ISM) Library
Sasank Upadhyayula,No Text,5,IIT Dhanbad (ISM) Library
jyothi swaroop,Full of books and comfy environment to study,5,IIT Dhanbad (ISM) Library
NIPPU KUMAR,No Text,5,IIT Dhanbad (ISM) Library
Zeeshanul Hoda,No Text,5,IIT Dhanbad (ISM) Library
SURAJ MAHATO,Good place for study...,4,IIT Dhanbad (ISM) Library
Ravi,No Text,5,IIT Dhanbad (ISM) Library
akshay poonia,No Text,5,IIT Dhanbad (ISM) Library
Yatesh Kumar,No Text,5,IIT Dhanbad (ISM) Library
parth dev bundela,No Text,5,IIT Dhanbad (ISM) Library
Vikas Yadav,"This is indeed the best place on this planet where you can study peacefully for any no. of hours, I am in love with this place so will you once you start going there regularly. This is also known as Asia's second largest library. ;)",5,IIT Dhanbad (ISM) Library
K G,good,5,IIT Dhanbad (ISM) Library
Sandeep Singh,It's a nice place to sleep,5,IIT Dhanbad (ISM) Library
Harshal Verma,Nice place to study,4,IIT Dhanbad (ISM) Library
B.s. Shekhawat,No Text,5,IIT Dhanbad (ISM) Library
Sourav Mondal,No Text,5,IIT Dhanbad (ISM) Library
Bhaskar Jha,No Text,5,IIT Dhanbad (ISM) Library
Kunal Sadana,Jagah nai milti 7th floor pe 😑 …,3,IIT Dhanbad (ISM) Library
faizan khan,Asia's Second Largest Library,5,IIT Dhanbad (ISM) Library
VINAY KUMAR,No Text,5,IIT Dhanbad (ISM) Library
Amit Ray,"It is one of the best library in North India. In term of size it's a biggest library in India. The reading Hall is on 7th floor. With completely centralized Air Conditioning system, it gives students a adequate environment to study.

The 1st floor has a book issue and return section with daily news paper stands. Currently only 4 floors are operational, which are 1st, 2nd, 3rd and 7th.

It has also a locker room in first floor where you can submit your bags without laptop and valuables.",5,IIT Dhanbad (ISM) Library
Kishlay Singh,No Text,5,IIT Dhanbad (ISM) Library
Pankaj kumar,No Text,4,IIT Dhanbad (ISM) Library
Ankit Biswas,This is the best place to study in peace.. The 7th floor. You can carry whatever you want to. You come here to study only if you can't read at the hostel room peacefully enough.,5,IIT Dhanbad (ISM) Library
shubhyanshu singh,Because my friends can prepare for gate and ese 2019 peacefully despite of college tortures..!!;,5,IIT Dhanbad (ISM) Library
Krishna Khatri,No Text,5,IIT Dhanbad (ISM) Library
Khobaib Alam,No Text,5,IIT Dhanbad (ISM) Library
Saket Saurabh,"Centrally air conditioned, ideal place to study among chaos outside.",5,IIT Dhanbad (ISM) Library
Nikhil Garg,No Text,4,IIT Dhanbad (ISM) Library
Rachit Sinha,No Text,5,IIT Dhanbad (ISM) Library
Debosmit Banerjee,No Text,5,IIT Dhanbad (ISM) Library
Harsh Istalkar,No Text,5,IIT Dhanbad (ISM) Library
Nanhe Kumar Pandey,"It was a great Experience here.
The Central Library of Indian Institute of Technology (Indian School of Mines) Dhanbad is the heart of the institute providing direct academic and research supports to all departments.

The Central Library is an automated library in terms of records organisation and management of all its different sections, search and discovery, information retrieval and service delivery. The whole library operations run on LIBSYS integrated library management software. Over the years the library has developed several databases of books, journals, theses/ dissertations, conference proceedings, etc. All documents have been bar-coded. Focus has been given on collection build-up of print resources as well as licensed e-resources plus E-Shodh Sindhu sponsored resources. The library has reached all the departments, hostels, and quarters on the campus wide LAN.

The library has initiated the development of the “Institutional Digital Repository” based on DSpace open source platform. The Central Library has set up its “Research Documentation Cell” based on the research outputs which are indexed in Scopus and Web of Science.

To meet the challenges of increasing number of students, research scholars and faculty members as well as ever changing information and communication technologies a G+7 centrally air-conditioned library having state-of-the-art facilities is being developed to provide top quality library services.

The staff of the library strive their best to help push the boundaries of IIT (ISM) Dhanbad in national and international spaces.

So Come and get some peace here.",5,IIT Dhanbad (ISM) Library
Jitendra Das,Really amazing...if there is anything of which I am proud of my college than it is this   definitely...😀 …,5,IIT Dhanbad (ISM) Library
Mundru Tanmai Bhargav,My FavouriTe Place in IIT Dhanbad,5,IIT Dhanbad (ISM) Library
Vishal Kumar,Fake place missing,1,IIT Dhanbad (ISM) Library
Robin Raj,Asia's 2nd biggest institutional library and India's biggest,5,IIT Dhanbad (ISM) Library
The Central DogMa of MEDICINE,"Central library of Pmch is very advanced with all kinds of books available,say it from Indian writers to foreign writers. A very unique facility of advanced smart libary card is also present. It provides state of art infrastructure with fully air conditioning system.Also books are updated time to time for providing up to date edition books. Besides books also many magazines and journal are kept related to medical studies.",5,IIT Dhanbad (ISM) Library
NIRAJ SHARMA,Best place in ISM. Just you can do everything whatever you want. Even better library than older IITS,5,IIT Dhanbad (ISM) Library
Bhawani Shankar,No Text,5,IIT Dhanbad (ISM) Library
bojja amarama,No Text,5,IIT Dhanbad (ISM) Library
pk Pandit,Is this only for PMCH students or for outsider also??????,4,IIT Dhanbad (ISM) Library
Anshul Kashyap,No Text,5,IIT Dhanbad (ISM) Library
Shubham Meena,No Text,5,IIT Dhanbad (ISM) Library
VISHAL KUMAR,No Text,1,IIT Dhanbad (ISM) Library
Madhur Chauhan,Very cool infrastructure!,5,IIT Dhanbad (ISM) Library
Tushar Mittal,No Text,5,IIT Dhanbad (ISM) Library
Bhagwan Singh Vishwakarma,"Central Library of Indian Institute of Technology (Indian School of Mines) Dhanbad is the heart of the institute providing direct academic and research supports to all departments.The Central Library is an automated library in terms of records organisation and management of all its different sections, search and discovery, information retrieval and service delivery. The whole library operations run on LIBSYS integrated library management software.",4,IIT Dhanbad (ISM) Library
Mohammad Saqib,"India's Largest Institutional library is situated in Indian Institute of Technology (ISM) Dhanbad (yes, I am talking about this library ^_^). This Central Library is across huge area of 20,000 sq feet and a total of 7 storey building fully Air conditioned and stores all genre of books, novel and magazines.",5,IIT Dhanbad (ISM) Library
Abhinav Jha,Its the biggest academic library in India and Second biggest library in Asia.,5,IIT Dhanbad (ISM) Library
RAMESHWAR VERMA,No Text,5,IIT Dhanbad (ISM) Library
Prajwal Singh,No Text,5,IIT Dhanbad (ISM) Library
Abhinav Verma,No Text,5,IIT Dhanbad (ISM) Library
Sureshh Chejarla,"The new central library is awesome,, fully centralised AC with all the facilities with 7 floors,, each floor accompanied with different branches of engineering... Loved it,, comparable to other top IITs",5,IIT Dhanbad (ISM) Library
NITISH KUMAR,No Text,5,IIT Dhanbad (ISM) Library
Rajnish Kr,Wonderful,5,IIT Dhanbad (ISM) Library
Arpan Nandy,No Text,3,IIT Dhanbad (ISM) Library
Furious IITian,One of the biggest library of India. A lot of reading hall for students.,5,IIT Dhanbad (ISM) Library
Varun Lakha,Biggest library in India,5,IIT Dhanbad (ISM) Library
Akash Gupta,No Text,5,IIT Dhanbad (ISM) Library
Tanveer Alam,No Text,5,IIT Dhanbad (ISM) Library
Vikash Kumar,Newly improved & renovated central library of ISM Dhanbad,5,IIT Dhanbad (ISM) Library
Sadashib Nath,No Text,4,IIT Dhanbad (ISM) Library
Alok Kumar,It is very beautiful library,5,IIT Dhanbad (ISM) Library
Shah Al Mamun Sarkar,"This is an extension of the existing centraI library. Though infrastructure is ready to function, it is yet waiting for inauguration. Both in structural and functional sense, it would be one of the biggest libraries of the world containing books, journals, dissemination, research articles, news papers, magazines both in printed as well as electronic format. Huge nine storey building is built for providing extra reading halls facility to the students.",4,IIT Dhanbad (ISM) Library
Nandkishor Singh,No Text,4,IIT Dhanbad (ISM) Library
Vikram Sai,Supposedly India's largest library!!,5,IIT Dhanbad (ISM) Library
Suhas Manda,No Text,5,IIT Dhanbad (ISM) Library
Ujjwal Bhattacharjee,No Text,5,IIT Dhanbad (ISM) Library
VISHAL TIWARI,No Text,4,IIT Dhanbad (ISM) Library
Rajbir Singh,Wonderful library,5,IIT Dhanbad (ISM) Library
Mustafa Shaikh,Nice city,5,IIT Dhanbad (ISM) Library
Priyanshu Mishra,No Text,5,IIT Dhanbad (ISM) Library
Ahsan siddd,No Text,1,IIT Dhanbad (ISM) Library
Bhavya Kumar Jain,No Text,5,IIT Dhanbad (ISM) Library
Satyam Oraon,No Text,2,IIT Dhanbad (ISM) Library
Raghvendra Pratap Singh,"Very good book collection but new library is not still open from last 4 years.
Work progress is very slow.",5,IIT Dhanbad (ISM) Library
Praveen Kumar (P.K.),Newly made Library with basement parking,4,IIT Dhanbad (ISM) Library
Kumar Anand,No Text,5,IIT Dhanbad (ISM) Library
Rangat Bagasariya,Library of PMCH,5,IIT Dhanbad (ISM) Library
Swarnadeep Bakshi,No Text,4,IIT Dhanbad (ISM) Library
Rajat Jaiswal,Old yet good. Nice place for concentrating on studies.,5,IIT Dhanbad (ISM) Library
Pramod Kumar,"Library of IIT(ISM) Dhanbad.
Cool place to have a best reding experience.",5,IIT Dhanbad (ISM) Library
Ratul Ghosh,No Text,4,IIT Dhanbad (ISM) Library
Vishwa mohan Rai,No Text,5,IIT Dhanbad (ISM) Library
Shivam Annapurne,The new central library of ism campus is one of the modern and latest technology filled library . Central library of ism is nodal center of libraries across india and it is largest technical library of india .It is 8 floor building with fully air conditioned.,5,IIT Dhanbad (ISM) Library
Himanshu,No Text,1,IIT Dhanbad (ISM) Library
Sanjay Chandravanshi,Best place to study and all imp engg book is available,5,IIT Dhanbad (ISM) Library
Abhiman Jain,Best in Class,5,IIT Dhanbad (ISM) Library
Sushil kumawat,No Text,5,IIT Dhanbad (ISM) Library
Chirag Singh,No Text,5,IIT Dhanbad (ISM) Library
Pranay Supreme,No Text,5,IIT Hyderabad Library
Afaque Azad,Word class Architecture,5,IIT Hyderabad Library
Rajesh Guptha Vuddagiri,Lots of books to study,5,IIT Hyderabad Library
Sai Likith Reddy Bheri,No Text,5,IIT Hyderabad Library
Cool Space,"Amazing facilities, quite a lot of great books available. Great seating areas, chairs, and study-desks. Group discussion rooms also available. Great place to study.",5,IIT Hyderabad Library
Ayan Kumar Khan,No Text,5,IIT Hyderabad Library
M MUTHURAJA,No Text,5,IIT Hyderabad Library
SHAIK SAMEERUDDIN,No Text,5,IIT Hyderabad Library
rohit kumar das,"Amazing atmosphere. Plenty of space to read as well as relax. Comfortable chairs , big space outstanding architecture. You gonna love it for sure ....",5,IIT Hyderabad Library
SIVAKUMAR C,The KRC Central library is quite different from other libraries. The architecture is very nice. I like it.,5,IIT Hyderabad Library
NAQUASH,No Text,5,IIT Hyderabad Library
sai varshini,No Text,5,IIT Hyderabad Library
S Uday Kumar,No Text,5,IIT Hyderabad Library
Hemasri Ch,No Text,4,IIT Hyderabad Library
Subhadip Datta,No Text,4,IIT Hyderabad Library
KAMAL HARWANI,No Text,5,IIT Hyderabad Library
Abhiroop Chintalapudi,No Text,5,IIT Hyderabad Library
